DITA File,XSLT,Status,Time (ms),Error,Output File
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/reactscripts.dita,fix_p_warning_to_note.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/reactscripts.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/reactscripts.dita,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/reactscripts.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/reactscripts.dita,table.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/reactscripts.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/reactscripts.dita,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/reactscripts.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/reactscripts.dita,concept.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/reactscripts.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,unescape-tags.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,fix_p_warning_to_note.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,table.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/scope.dita,concept.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/scope.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,unescape-tags.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,fix_p_warning_to_note.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,fix_consecutive_p_to_list.xsl,success,1,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,table.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,codeblock.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/pre-xslt-output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita,concept.xsl,success,0,,/app/storage/4f1897aa-fbca-47a9-bce5-2451586ecd09/output/npm_network_surface_report/sibapiv3sdk_and_strapiprovideremailsendinblue.dita
