"DITA File Path","Document Type","Schematron Name","Severity","Gate","Rule Code","Error / Warning Description"
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 958 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""locomotives"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 957 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Monitors imposition & cancellation of Engineering Restrictions, Working of track machines & monitoring integrated maintainable blocks. To co-ordinate works during maintenance blocks Running of Material trains."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 956 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""trains/stations."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 955 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The main functions of Traffic Control are:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 954 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Telecommunication Facilities in Control: Extensive, efficient and reliable communication network is necessary for the efficient functioning of the Control organisation. The following telecommunication network is available in control offices."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 953 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""This circuit is provided between various functionaries in the control office, stations and important work centres like yards, loco sheds, crew booking lobbies."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 952 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""This circuit is connected to all the stations and the section controller, Chief controller etc."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 951 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""This additional telephone circuit is available on the electrified sections; this is connected to T.P.C. in OHE remote control centre, all stations, control-offices and selected work places. The section controller or T.P.C. can also be contacted from the emergency socket provided over the sections of line by means of portable telephone of the control point with indication on the electric mast, direction wise, to the nearest circuit."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 950 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The Section Controller of each section is provided with control board with Telecommunication facilities for coaching stations, certain important cabins, big freight terminals, loco shed etc. over a section. For the guidance of section controller, the lay out of all the stations and sidings is painted on a large board. The station lay out diagram is also provided with details of holding capacity of each of the running & non-running lines, gradients and signals. In electrified area, OHE sectioning diagram is provided. This depicts elementary sections in different colours & other details of sectioning post (SP) and Sub-sectioning post (SSP)."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 949 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""For every section, Master Charts indicating trains run in 24 hours are prepared which show the running of each Mail, Express or passenger trains over the sections according to its scheduled running. In between the running of trains carrying passengers, paths for goods trains are worked out and plotted. They are helpful in revision of time tables and planning the running of any extra train and guidance of section controllers and should be displayed on the boards to which they refer."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 947 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The Chief controller is in- overall charge of control office and is responsible for the total transportation of the Division on day to day basis. His duties include-"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 946 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""He is responsible for:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 945 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""He is responsible for:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 944 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(viii) Assisting the Sr. DOM/DOM in allotments. (ix) Keeping a close watch over the movements of seasonal perishable traffic and supply of suitable stock for its clearance."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 943 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(xi) Informing all major customers about their inward trains’ expected arrival based on FOIS pipe line, Optimising loading, unloading, transhipment etc. Duties of Deputy Chief Controller (Punctuality)"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 942 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The Section Controller shall be responsible for:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 941 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(ii) Recording the movement of trains on the ‘Control’ graph including crossing, connections and shunting reasons for detentions etc. (iii) Arranging for the supply and clearance of stock as ordered by Dy. Controller. (iv) Advising stations in advance of the work to be done on trains on move"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 940 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(vi) Informing major stations and concerned Section Controller about the current running of trains on the section and their anticipated arrivals well in time (vii) Keeping in close touch with Engineering-blocks and working of material trains so as to give the maximum possible time with least detention to other traffic. (viii) Incident management to include adjusting movements of trains in view of the likely impact of the incident, informing all concerned (ix) Keeping a watch over damaged vehicles detached at road side stations and arranging repairs or transhipment of their contents and proper attention on the part of the train examining staff."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 939 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(xi) Eliminating all possible detention to train and stock. (xii) Watching the working of marshalling yards & major terminals. (xiii) Making timely arrangements for the relief of Guards /loco pilots whose duty hours are likely to exceed enroute. (xiv) Recording stock report (where stock clerks are not posted)"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 938 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(ii) Co-ordination with sheds and Dy. Chief Controllers (movement) for sending overdue engines and obtaining time of engines coming out of shed. (iii) Making timely arrangement for the relief of crew whose duty hours are likely to be exceeded enroute (iv) Taking timely action to balance crew so as to prevent cancellation or putting back of trains on account of shortage of crew."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 937 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(vi) Maintaining charts indicating engine position/utilisation. (vii) Rendering advice and assistance to locomotive running staff regarding trouble shooting. (viii) Carrying out any other duties allotted to him by the Sr.DME/DME or Sr.DEE/DEE from time to time. (ix) Monitoring day-to-day stock position of diesel fuel at RDIs and watching movement of"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 935 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Operating Discipline"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 934 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Station staff, Shed staff, Crew and Guards etc must obey orders issued by the Control as long as these orders are consistent with the General and Subsidiary Rules, extant instructions and the instructions contained in this Manual."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 933 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Important instructions from control will first be recorded in a register maintained in the control office and serially numbered, commencing with number 1 after midnight each day. These will be issued as messages indicating the time of issue All such orders received by the Station Masters or Running staff and Guards’ lobby from Control should be entered in the control order register by the staff. Each entry must be initialled with time. At the end of each turn of duty the relieved as well as the relieving Station Master or Crew Controller must sign their name in full below the last entry in the register. On days when no orders are received from control, “Nil” entry must be recorded and signed as prescribed above. When a station Master or Crew Controller has received an order from the control and entered it in his register, he may repeat it to the control in order to satisfy himself and the control that he has understood it correctly. (iii) No Terminal Station should start a goods or unscheduled train or block the section without the permission of the Controller. (iv) Every Station on the section must report the movement of every train- passenger, goods, special, departmental, light engines, TTMs, Tower Wagons, trollies etc. to the controller."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 932 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(vi) The Controller’s permission must be obtained before stopping a train that should run through except to avert an accident or dangerous condition. (vii) No station should allow a train, which has been stopped out of course, to proceed, without first informing the controller that the train has been so stopped and receiving his further orders. (viii) Station Master must advise the controller of any unauthorised or undue detention to trains at their stations with full explanation. (ix) Whenever a train, either passenger or goods is detained at a station for longer than the booked halt without the orders of the Controller, on its departure, the Station Master must immediately inform the brief cause of the detention to the Controller."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 931 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""(xi) Station Master must promptly advise the Controller of any defects of signals, points, interlocking apparatus and line clear instruments at their stations. Information should also be given of any defects in any other station machinery such as cranes, wagon weigh bridges, turn tables, water columns, hydrants etc. (xii) Starting stations to report particulars of outgoing train: As soon as a train leaves a train starting station, the Station Master must intimate the following particulars to the control office: Number and description of train, Engine number and class, Loco pilot’s name, Guard’s"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 929 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Staff must obtain Station Master’s permission before speaking to Controller. xvii Mode of using the control phone : The Control telephone is to be used for operational purposes. The field staff wanting to talk to control will give their identity and wait for their turn to communicate .As this network is intensively used, the conversation should be brief, meaningful and polite. Discussions, disputes and arguments must be avoided."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 928 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Co-ordination between Control and Stations:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 927 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""train, line clear enquiry for the less important train must not be asked until the train is ready to leave and until the Section Controller’s permission has been obtained. The Station Master receiving the line clear enquiry must immediately ask the Controller’s permission to give line clear before giving the reply. The Station Master on duty is entirely responsible for seeing that the necessary General and Subsidiary rules and Station Working Rules are observed before giving Line Clear."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 926 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""receive the train in yard/station due to yard/ station constraints, he must explain his reasons clearly and fully to the Controller."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 925 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""shunting; Controller must be informed of the likely duration of shunting to enable him to arrange crossing and precedence of trains. In the event of Station Master being unable to start a train on receipt of line clear, he must at once report the circumstances to the Controller."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 924 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The Section Controller will give definite instruction for crossing or precedence and will not change them except under unavoidable circumstance because last minute change of order will result in confusion and unsafe operation. The Station Master is entirely responsible for seeing that the crossing is effected safely and strictly in accordance with the rules. The Controller must see that sufficient time is available for the"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 922 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Accidents:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 920 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Registers generally maintained in Control:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 919 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Additional Guidelines: Additional information and guidelines regarding control are given in various other chapters of the Manual, particularly the chapters on goods train and passenger train operation."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 916 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""procedures for the control and coordination of all responses to emergency situations on the mainline."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 915 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""needs to be done in the event of a serious incident."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 914 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""In Order of priority these are:-"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 913 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""There is a difference between a disaster and an accident. All disasters need not be the outcome of train accidents, neither are all accidents classified as disasters."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 910 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""In the context of Indian Railways, unusual events are classified as under:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 909 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""This SOP is applicable to all IR personnel working on the Open Line."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 907 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""6 General"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 905 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Guards in charge, Loco pilot and Station Manager must assume and carry out the responsibilities of the OCS until relieved."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 898 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""7 Procedure"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 896 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""The OCS shall:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 895 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Station Operations/Commercial personnel shall:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 894 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Guards and Loco pilots shall:"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 893 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""All Rail personnel at the incident scene shall honour the requests of and obey the directions of the OCS."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 887 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Commercial department at HQ will be informed by the Commercial Control of the headquarter:- (Designations of HODs and Dy HODs may differ from zone to zone.)"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 886 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""to the site of accident by the quickest available means."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 884 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""be kept: -"""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 883 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Sr. DCM in his absence, DCM will attend site of accident and work as site in charge of the Commercial department."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 882 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""accidents."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 881 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Additional alphabetical list of passengers on board with their current status must be available and displayed at enquiry counters for quicker dissemination of information. It will be ensured by CCM/IT and Divisional Control and divisional Commercial Officers."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 880 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""Sr. DCM will ensure the following functions."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 879 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""It will be ensured by the site incharge."""
"C:\Users\Metapercept\Desktop\Nilesh\New-MetR\metR-Converter-PDF\storage\942fd6d3-c493-46d0-baed-af39dd5278f0\pre-xslt-output\command_control_and_coordination_of_emergency_re.dita","CONCEPT","concept_structural_rules.sch","ERROR","Gate 2","","ERROR: 878 consecutive <p> elements found more than 5 . These should be converted into a <ul>/<li> structure. First <p>: ""This function will be ensured by the incharge available in divisional control."""
